# Time	f1(t)	f2(t)
3.186159e+01	4.020876e-06	4.711336e-11
3.188159e+01	4.004295e-06	4.694760e-11
3.190160e+01	3.987782e-06	4.678240e-11
3.192160e+01	3.971338e-06	4.661777e-11
3.194160e+01	3.954961e-06	4.645369e-11
3.196160e+01	3.938652e-06	4.629018e-11
3.198160e+01	3.922410e-06	4.612722e-11
3.200160e+01	3.906235e-06	4.596481e-11
3.202160e+01	3.890127e-06	4.580296e-11
3.204160e+01	3.874085e-06	4.564166e-11
3.206160e+01	3.858110e-06	4.548091e-11
3.208160e+01	3.842200e-06	4.532071e-11
3.210161e+01	3.826356e-06	4.516105e-11
3.212161e+01	3.810577e-06	4.500194e-11
3.214161e+01	3.794863e-06	4.484337e-11
3.216161e+01	3.779215e-06	4.468534e-11
3.218161e+01	3.763630e-06	4.452785e-11
3.220161e+01	3.748110e-06	4.437090e-11
3.222161e+01	3.732654e-06	4.421448e-11
3.224161e+01	3.717262e-06	4.405860e-11
3.226161e+01	3.701933e-06	4.390324e-11
3.228161e+01	3.686668e-06	4.374842e-11
3.230162e+01	3.671465e-06	4.359413e-11
3.232162e+01	3.656325e-06	4.344036e-11
3.234162e+01	3.641248e-06	4.328712e-11
3.236162e+01	3.626232e-06	4.313441e-11
3.238162e+01	3.611279e-06	4.298221e-11
3.240162e+01	3.596387e-06	4.283053e-11
3.242162e+01	3.581557e-06	4.267938e-11
3.244162e+01	3.566788e-06	4.252874e-11
3.246162e+01	3.552080e-06	4.237861e-11
3.248162e+01	3.537432e-06	4.222900e-11
3.250163e+01	3.522845e-06	4.207990e-11
3.252163e+01	3.508318e-06	4.193131e-11
3.254163e+01	3.493851e-06	4.178322e-11
3.256163e+01	3.479443e-06	4.163565e-11
3.258163e+01	3.465095e-06	4.148858e-11
3.260163e+01	3.450807e-06	4.134201e-11
3.262163e+01	3.436577e-06	4.119594e-11
3.264163e+01	3.422406e-06	4.105037e-11
3.266163e+01	3.408293e-06	4.090531e-11
3.268163e+01	3.394238e-06	4.076074e-11
3.270164e+01	3.380242e-06	4.061666e-11
3.272164e+01	3.366303e-06	4.047308e-11
3.274164e+01	3.352421e-06	4.032999e-11
3.276164e+01	3.338597e-06	4.018739e-11
3.278164e+01	3.324830e-06	4.004527e-11
3.280164e+01	3.311120e-06	3.990365e-11
3.282164e+01	3.297466e-06	3.976251e-11
3.284164e+01	3.283869e-06	3.962186e-11
3.286164e+01	3.270327e-06	3.948168e-11
3.288164e+01	3.256842e-06	3.934199e-11
3.290165e+01	3.243412e-06	3.920278e-11
3.292165e+01	3.230037e-06	3.906404e-11
3.294165e+01	3.216718e-06	3.892578e-11
3.296165e+01	3.203453e-06	3.878800e-11
3.298165e+01	3.190243e-06	3.865069e-11
3.300165e+01	3.177088e-06	3.851385e-11
3.302165e+01	3.163987e-06	3.837748e-11
3.304165e+01	3.150940e-06	3.824157e-11
3.306165e+01	3.137947e-06	3.810614e-11
3.308165e+01	3.125007e-06	3.797117e-11
3.310166e+01	3.112121e-06	3.783666e-11
3.312166e+01	3.099288e-06	3.770262e-11
3.314166e+01	3.086508e-06	3.756903e-11
3.316166e+01	3.073780e-06	3.743591e-11
3.318166e+01	3.061105e-06	3.730324e-11
3.320166e+01	3.048483e-06	3.717103e-11
3.322166e+01	3.035912e-06	3.703927e-11
3.324166e+01	3.023393e-06	3.690797e-11
3.326166e+01	3.010926e-06	3.677712e-11
3.328166e+01	2.998510e-06	3.664672e-11
3.330167e+01	2.986146e-06	3.651676e-11
3.332167e+01	2.973832e-06	3.638726e-11
3.334167e+01	2.961569e-06	3.625820e-11
3.336167e+01	2.949357e-06	3.612958e-11
3.338167e+01	2.937195e-06	3.600141e-11
3.340167e+01	2.925084e-06	3.587368e-11
3.342167e+01	2.913022e-06	3.574638e-11
3.344167e+01	2.901010e-06	3.561953e-11
3.346167e+01	2.889047e-06	3.549311e-11
3.348167e+01	2.877134e-06	3.536713e-11
3.350168e+01	2.865270e-06	3.524159e-11
3.352168e+01	2.853455e-06	3.511647e-11
3.354168e+01	2.841689e-06	3.499179e-11
3.356168e+01	2.829971e-06	3.486754e-11
3.358168e+01	2.818302e-06	3.474371e-11
3.360168e+01	2.806680e-06	3.462031e-11
3.362168e+01	2.795107e-06	3.449734e-11
3.364168e+01	2.783581e-06	3.437479e-11
3.366168e+01	2.772103e-06	3.425267e-11
3.368168e+01	2.760672e-06	3.413097e-11
3.370169e+01	2.749288e-06	3.400968e-11
3.372169e+01	2.737952e-06	3.388882e-11
3.374169e+01	2.726662e-06	3.376837e-11
3.376169e+01	2.715418e-06	3.364834e-11
3.378169e+01	2.704221e-06	3.352872e-11
3.380169e+01	2.693070e-06	3.340951e-11
3.382169e+01	2.681965e-06	3.329072e-11
3.384169e+01	2.670906e-06	3.317234e-11
3.386169e+01	2.659893e-06	3.305436e-11
3.388169e+01	2.648925e-06	3.293680e-11
3.390170e+01	2.638002e-06	3.281964e-11
3.392170e+01	2.627124e-06	3.270288e-11
3.394170e+01	2.616291e-06	3.258653e-11
3.396170e+01	2.605503e-06	3.247058e-11
3.398170e+01	2.594759e-06	3.235503e-11
3.400170e+01	2.584060e-06	3.223989e-11
3.402170e+01	2.573404e-06	3.212514e-11
3.404170e+01	2.562793e-06	3.201078e-11
3.406170e+01	2.552225e-06	3.189683e-11
3.408170e+01	2.541701e-06	3.178326e-11
3.410171e+01	2.531221e-06	3.167009e-11
3.412171e+01	2.520783e-06	3.155731e-11
3.414171e+01	2.510389e-06	3.144492e-11
3.416171e+01	2.500037e-06	3.133293e-11
3.418171e+01	2.489728e-06	3.122131e-11
3.420171e+01	2.479462e-06	3.111009e-11
3.422171e+01	2.469238e-06	3.099925e-11
3.424171e+01	2.459056e-06	3.088879e-11
3.426171e+01	2.448917e-06	3.077872e-11
3.428171e+01	2.438819e-06	3.066903e-11
3.430172e+01	2.428762e-06	3.055972e-11
3.432172e+01	2.418747e-06	3.045079e-11
3.434172e+01	2.408774e-06	3.034223e-11
3.436172e+01	2.398841e-06	3.023405e-11
3.438172e+01	2.388950e-06	3.012625e-11
3.440172e+01	2.379099e-06	3.001882e-11
3.442172e+01	2.369289e-06	2.991176e-11
3.444172e+01	2.359519e-06	2.980508e-11
3.446172e+01	2.349790e-06	2.969876e-11
3.448172e+01	2.340101e-06	2.959281e-11
3.450173e+01	2.330452e-06	2.948723e-11
3.452173e+01	2.320842e-06	2.938202e-11
3.454173e+01	2.311272e-06	2.927717e-11
3.456173e+01	2.301742e-06	2.917269e-11
3.458173e+01	2.292251e-06	2.906857e-11
3.460173e+01	2.282799e-06	2.896481e-11
3.462173e+01	2.273386e-06	2.886141e-11
3.464173e+01	2.264012e-06	2.875837e-11
3.466173e+01	2.254676e-06	2.865569e-11
3.468173e+01	2.245379e-06	2.855337e-11
3.470174e+01	2.236121e-06	2.845140e-11
3.472174e+01	2.226900e-06	2.834978e-11
3.474174e+01	2.217718e-06	2.824852e-11
3.476174e+01	2.208573e-06	2.814761e-11
3.478174e+01	2.199466e-06	2.804705e-11
3.480174e+01	2.190397e-06	2.794684e-11
3.482174e+01	2.181365e-06	2.784698e-11
3.484174e+01	2.172371e-06	2.774747e-11
3.486174e+01	2.163413e-06	2.764830e-11
3.488174e+01	2.154493e-06	2.754948e-11
3.490175e+01	2.145609e-06	2.745100e-11
3.492175e+01	2.136762e-06	2.735287e-11
3.494175e+01	2.127951e-06	2.725507e-11
3.496175e+01	2.119176e-06	2.715762e-11
3.498175e+01	2.110438e-06	2.706050e-11
3.500175e+01	2.101736e-06	2.696373e-11
3.502175e+01	2.093070e-06	2.686729e-11
3.504175e+01	2.084439e-06	2.677119e-11
3.506175e+01	2.075844e-06	2.667542e-11
3.508175e+01	2.067285e-06	2.657998e-11
3.510176e+01	2.058761e-06	2.648488e-11
3.512176e+01	2.050272e-06	2.639011e-11
3.514176e+01	2.041818e-06	2.629567e-11
3.516176e+01	2.033399e-06	2.620156e-11
3.518176e+01	2.025014e-06	2.610777e-11
3.520176e+01	2.016664e-06	2.601432e-11
3.522176e+01	2.008349e-06	2.592119e-11
3.524176e+01	2.000068e-06	2.582838e-11
3.526176e+01	1.991821e-06	2.573590e-11
3.528176e+01	1.983608e-06	2.564374e-11
3.530177e+01	1.975429e-06	2.555190e-11
3.532177e+01	1.967283e-06	2.546038e-11
3.534177e+01	1.959171e-06	2.536918e-11
3.536177e+01	1.951093e-06	2.527830e-11
3.538177e+01	1.943048e-06	2.518774e-11
3.540177e+01	1.935036e-06	2.509749e-11
3.542177e+01	1.927057e-06	2.500756e-11
3.544177e+01	1.919112e-06	2.491795e-11
3.546177e+01	1.911198e-06	2.482864e-11
3.548177e+01	1.903318e-06	2.473965e-11
3.550178e+01	1.895470e-06	2.465097e-11
3.552178e+01	1.887654e-06	2.456259e-11
3.554178e+01	1.879871e-06	2.447453e-11
3.556178e+01	1.872120e-06	2.438678e-11
3.558178e+01	1.864400e-06	2.429933e-11
3.560178e+01	1.856713e-06	2.421218e-11
3.562178e+01	1.849057e-06	2.412534e-11
3.564178e+01	1.841433e-06	2.403881e-11
3.566178e+01	1.833840e-06	2.395258e-11
3.568178e+01	1.826278e-06	2.386665e-11
3.570179e+01	1.818748e-06	2.378102e-11
3.572179e+01	1.811249e-06	2.369569e-11
3.574179e+01	1.803780e-06	2.361065e-11
3.576179e+01	1.796343e-06	2.352592e-11
3.578179e+01	1.788936e-06	2.344148e-11
3.580179e+01	1.781560e-06	2.335734e-11
3.582179e+01	1.774214e-06	2.327349e-11
3.584179e+01	1.766898e-06	2.318993e-11
3.586179e+01	1.759613e-06	2.310667e-11
3.588179e+01	1.752357e-06	2.302370e-11
3.590180e+01	1.745132e-06	2.294102e-11
3.592180e+01	1.737936e-06	2.285863e-11
3.594180e+01	1.730770e-06	2.277653e-11
3.596180e+01	1.723634e-06	2.269471e-11
3.598180e+01	1.716527e-06	2.261319e-11
3.600180e+01	1.709449e-06	2.253195e-11
3.602180e+01	1.702401e-06	2.245099e-11
3.604180e+01	1.695381e-06	2.237031e-11
3.606180e+01	1.688391e-06	2.228992e-11
3.608180e+01	1.681429e-06	2.220981e-11
3.610181e+01	1.674496e-06	2.212999e-11
3.612181e+01	1.667592e-06	2.205044e-11
3.614181e+01	1.660716e-06	2.197117e-11
3.616181e+01	1.653868e-06	2.189218e-11
3.618181e+01	1.647049e-06	2.181346e-11
3.620181e+01	1.640258e-06	2.173503e-11
3.622181e+01	1.633494e-06	2.165686e-11
3.624181e+01	1.626759e-06	2.157897e-11
3.626181e+01	1.620052e-06	2.150136e-11
3.628181e+01	1.613372e-06	2.142402e-11
3.630182e+01	1.606719e-06	2.134695e-11
3.632182e+01	1.600095e-06	2.127014e-11
3.634182e+01	1.593497e-06	2.119361e-11
3.636182e+01	1.586927e-06	2.111735e-11
3.638182e+01	1.580383e-06	2.104136e-11
3.640182e+01	1.573867e-06	2.096563e-11
3.642182e+01	1.567378e-06	2.089017e-11
3.644182e+01	1.560915e-06	2.081497e-11
3.646182e+01	1.554479e-06	2.074004e-11
3.648182e+01	1.548070e-06	2.066537e-11
3.650183e+01	1.541687e-06	2.059096e-11
3.652183e+01	1.535330e-06	2.051682e-11
3.654183e+01	1.528999e-06	2.044293e-11
3.656183e+01	1.522695e-06	2.036931e-11
3.658183e+01	1.516417e-06	2.029594e-11
3.660183e+01	1.510164e-06	2.022284e-11
3.662183e+01	1.503937e-06	2.014999e-11
3.664183e+01	1.497736e-06	2.007739e-11
3.666183e+01	1.491561e-06	2.000505e-11
3.668183e+01	1.485411e-06	1.993297e-11
3.670184e+01	1.479286e-06	1.986114e-11
3.672184e+01	1.473187e-06	1.978956e-11
3.674184e+01	1.467113e-06	1.971823e-11
3.676184e+01	1.461063e-06	1.964716e-11
3.678184e+01	1.455039e-06	1.957633e-11
3.680184e+01	1.449040e-06	1.950576e-11
3.682184e+01	1.443065e-06	1.943543e-11
3.684184e+01	1.437115e-06	1.936535e-11
3.686184e+01	1.431190e-06	1.929552e-11
3.688184e+01	1.425289e-06	1.922593e-11
3.690185e+01	1.419412e-06	1.915659e-11
3.692185e+01	1.413559e-06	1.908749e-11
3.694185e+01	1.407731e-06	1.901864e-11
3.696185e+01	1.401927e-06	1.895003e-11
3.698185e+01	1.396146e-06	1.888166e-11
3.700185e+01	1.390390e-06	1.881353e-11
3.702185e+01	1.384657e-06	1.874564e-11
3.704185e+01	1.378948e-06	1.867800e-11
3.706185e+01	1.373262e-06	1.861059e-11
3.708185e+01	1.367600e-06	1.854341e-11
3.710186e+01	1.361961e-06	1.847648e-11
3.712186e+01	1.356346e-06	1.840978e-11
3.714186e+01	1.350753e-06	1.834331e-11
3.716186e+01	1.345184e-06	1.827708e-11
3.718186e+01	1.339637e-06	1.821109e-11
3.720186e+01	1.334114e-06	1.814532e-11
3.722186e+01	1.328613e-06	1.807979e-11
3.724186e+01	1.323135e-06	1.801449e-11
3.726186e+01	1.317680e-06	1.794942e-11
3.728186e+01	1.312247e-06	1.788458e-11
3.730187e+01	1.306836e-06	1.781997e-11
3.732187e+01	1.301448e-06	1.775559e-11
3.734187e+01	1.296082e-06	1.769143e-11
3.736187e+01	1.290738e-06	1.762751e-11
3.738187e+01	1.285416e-06	1.756380e-11
3.740187e+01	1.280116e-06	1.750033e-11
3.742187e+01	1.274838e-06	1.743707e-11
3.744187e+01	1.269582e-06	1.737404e-11
3.746187e+01	1.264347e-06	1.731123e-11
3.748187e+01	1.259134e-06	1.724865e-11
3.750188e+01	1.253942e-06	1.718628e-11
3.752188e+01	1.248772e-06	1.712414e-11
3.754188e+01	1.243624e-06	1.706222e-11
3.756188e+01	1.238496e-06	1.700051e-11
3.758188e+01	1.233389e-06	1.693902e-11
3.760188e+01	1.228304e-06	1.687776e-11
3.762188e+01	1.223240e-06	1.681670e-11
3.764188e+01	1.218196e-06	1.675587e-11
3.766188e+01	1.213173e-06	1.669524e-11
3.768188e+01	1.208171e-06	1.663484e-11
3.770189e+01	1.203190e-06	1.657464e-11
3.772189e+01	1.198229e-06	1.651466e-11
3.774189e+01	1.193289e-06	1.645489e-11
3.776189e+01	1.188369e-06	1.639534e-11
3.778189e+01	1.183469e-06	1.633599e-11
3.780189e+01	1.178589e-06	1.627686e-11
3.782189e+01	1.173730e-06	1.621793e-11
3.784189e+01	1.168891e-06	1.615921e-11
3.786189e+01	1.164071e-06	1.610070e-11
3.788189e+01	1.159272e-06	1.604240e-11
3.790190e+01	1.154492e-06	1.598431e-11
3.792190e+01	1.149732e-06	1.592641e-11
3.794190e+01	1.144991e-06	1.586873e-11
3.796190e+01	1.140271e-06	1.581125e-11
3.798190e+01	1.135569e-06	1.575397e-11
3.800190e+01	1.130887e-06	1.569690e-11
3.802190e+01	1.126224e-06	1.564003e-11
3.804190e+01	1.121581e-06	1.558336e-11
3.806190e+01	1.116957e-06	1.552689e-11
3.808190e+01	1.112351e-06	1.547062e-11
3.810191e+01	1.107765e-06	1.541455e-11
3.812191e+01	1.103198e-06	1.535868e-11
3.814191e+01	1.098649e-06	1.530301e-11
3.816191e+01	1.094119e-06	1.524753e-11
3.818191e+01	1.089608e-06	1.519225e-11
3.820191e+01	1.085116e-06	1.513717e-11
3.822191e+01	1.080642e-06	1.508228e-11
3.824191e+01	1.076186e-06	1.502759e-11
3.826191e+01	1.071749e-06	1.497310e-11
3.828191e+01	1.067330e-06	1.491879e-11
3.830192e+01	1.062930e-06	1.486468e-11
3.832192e+01	1.058547e-06	1.481076e-11
3.834192e+01	1.054183e-06	1.475703e-11
3.836192e+01	1.049836e-06	1.470349e-11
3.838192e+01	1.045508e-06	1.465015e-11
3.840192e+01	1.041197e-06	1.459699e-11
3.842192e+01	1.036904e-06	1.454402e-11
3.844192e+01	1.032629e-06	1.449124e-11
3.846192e+01	1.028372e-06	1.443865e-11
3.848192e+01	1.024132e-06	1.438624e-11
3.850193e+01	1.019909e-06	1.433402e-11
3.852193e+01	1.015704e-06	1.428199e-11
3.854193e+01	1.011516e-06	1.423014e-11
3.856193e+01	1.007346e-06	1.417847e-11
3.858193e+01	1.003193e-06	1.412699e-11
3.860193e+01	9.990564e-07	1.407569e-11
3.862193e+01	9.949373e-07	1.402458e-11
3.864193e+01	9.908352e-07	1.397364e-11
3.866193e+01	9.867500e-07	1.392289e-11
3.868193e+01	9.826816e-07	1.387231e-11
3.870194e+01	9.786300e-07	1.382192e-11
3.872194e+01	9.745952e-07	1.377171e-11
3.874194e+01	9.705769e-07	1.372167e-11
3.876194e+01	9.665753e-07	1.367182e-11
3.878194e+01	9.625901e-07	1.362214e-11
3.880194e+01	9.586214e-07	1.357263e-11
3.882194e+01	9.546690e-07	1.352331e-11
3.884194e+01	9.507329e-07	1.347416e-11
3.886194e+01	9.468131e-07	1.342518e-11
3.888194e+01	9.429094e-07	1.337638e-11
3.890195e+01	9.390218e-07	1.332775e-11
3.892195e+01	9.351503e-07	1.327930e-11
3.894195e+01	9.312947e-07	1.323101e-11
3.896195e+01	9.274550e-07	1.318290e-11
3.898195e+01	9.236312e-07	1.313496e-11
3.900195e+01	9.198231e-07	1.308720e-11
3.902195e+01	9.160307e-07	1.303960e-11
3.904195e+01	9.122539e-07	1.299217e-11
3.906195e+01	9.084928e-07	1.294491e-11
3.908195e+01	9.047471e-07	1.289782e-11
3.910196e+01	9.010169e-07	1.285090e-11
3.912196e+01	8.973021e-07	1.280414e-11
3.914196e+01	8.936025e-07	1.275755e-11
3.916196e+01	8.899183e-07	1.271113e-11
3.918196e+01	8.862492e-07	1.266487e-11
3.920196e+01	8.825953e-07	1.261878e-11
3.922196e+01	8.789564e-07	1.257285e-11
3.924196e+01	8.753325e-07	1.252709e-11
3.926196e+01	8.717236e-07	1.248148e-11
3.928196e+01	8.681295e-07	1.243605e-11
3.930197e+01	8.645503e-07	1.239077e-11
3.932197e+01	8.609858e-07	1.234566e-11
3.934197e+01	8.574361e-07	1.230070e-11
3.936197e+01	8.539009e-07	1.225591e-11
3.938197e+01	8.503804e-07	1.221127e-11
3.940197e+01	8.468743e-07	1.216680e-11
3.942197e+01	8.433828e-07	1.212248e-11
3.944197e+01	8.399056e-07	1.207833e-11
3.946197e+01	8.364427e-07	1.203433e-11
3.948197e+01	8.329941e-07	1.199048e-11
3.950198e+01	8.295598e-07	1.194680e-11
3.952198e+01	8.261396e-07	1.190327e-11
3.954198e+01	8.227335e-07	1.185989e-11
3.956198e+01	8.193415e-07	1.181667e-11
3.958198e+01	8.159634e-07	1.177361e-11
3.960198e+01	8.125993e-07	1.173070e-11
3.962198e+01	8.092490e-07	1.168794e-11
3.964198e+01	8.059126e-07	1.164534e-11
3.966198e+01	8.025899e-07	1.160288e-11
3.968198e+01	7.992809e-07	1.156058e-11
3.970199e+01	7.959856e-07	1.151843e-11
3.972199e+01	7.927039e-07	1.147643e-11
3.974199e+01	7.894356e-07	1.143458e-11
3.976199e+01	7.861809e-07	1.139288e-11
3.978199e+01	7.829396e-07	1.135133e-11
3.980199e+01	7.797116e-07	1.130993e-11
3.982199e+01	7.764970e-07	1.126868e-11
3.984199e+01	7.732956e-07	1.122757e-11
3.986199e+01	7.701074e-07	1.118661e-11
3.988199e+01	7.669324e-07	1.114580e-11
3.990200e+01	7.637704e-07	1.110513e-11
3.992200e+01	7.606215e-07	1.106461e-11
3.994200e+01	7.574856e-07	1.102424e-11
3.996200e+01	7.543626e-07	1.098400e-11
3.998200e+01	7.512525e-07	1.094392e-11
4.000200e+01	7.481552e-07	1.090397e-11
4.002200e+01	7.450706e-07	1.086417e-11
4.004200e+01	7.419988e-07	1.082451e-11
4.006200e+01	7.389397e-07	1.078500e-11
4.008200e+01	7.358932e-07	1.074562e-11
4.010201e+01	7.328592e-07	1.070639e-11
4.012201e+01	7.298377e-07	1.066729e-11
4.014201e+01	7.268287e-07	1.062834e-11
4.016201e+01	7.238321e-07	1.058953e-11
4.018201e+01	7.208479e-07	1.055085e-11
4.020201e+01	7.178760e-07	1.051231e-11
4.022201e+01	7.149163e-07	1.047392e-11
4.024201e+01	7.119688e-07	1.043565e-11
4.026201e+01	7.090335e-07	1.039753e-11
4.028201e+01	7.061103e-07	1.035954e-11
4.030202e+01	7.031991e-07	1.032169e-11
4.032202e+01	7.003000e-07	1.028398e-11
4.034202e+01	6.974128e-07	1.024640e-11
4.036202e+01	6.945375e-07	1.020895e-11
4.038202e+01	6.916740e-07	1.017164e-11
4.040202e+01	6.888224e-07	1.013447e-11
4.042202e+01	6.859825e-07	1.009742e-11
4.044202e+01	6.831544e-07	1.006051e-11
4.046202e+01	6.803379e-07	1.002373e-11
4.048202e+01	6.775330e-07	9.987085e-12
4.050203e+01	6.747396e-07	9.950570e-12
4.052203e+01	6.719578e-07	9.914186e-12
4.054203e+01	6.691875e-07	9.877933e-12
4.056203e+01	6.664286e-07	9.841809e-12
4.058203e+01	6.636810e-07	9.805816e-12
4.060203e+01	6.609448e-07	9.769951e-12
4.062203e+01	6.582199e-07	9.734215e-12
4.064203e+01	6.555062e-07	9.698608e-12
4.066203e+01	6.528037e-07	9.663128e-12
4.068203e+01	6.501123e-07	9.627776e-12
4.070204e+01	6.474321e-07	9.592550e-12
4.072204e+01	6.447629e-07	9.557452e-12
4.074204e+01	6.421047e-07	9.522479e-12
4.076204e+01	6.394574e-07	9.487632e-12
4.078204e+01	6.368211e-07	9.452910e-12
4.080204e+01	6.341956e-07	9.418312e-12
4.082204e+01	6.315810e-07	9.383839e-12
4.084204e+01	6.289771e-07	9.349490e-12
4.086204e+01	6.263840e-07	9.315265e-12
4.088204e+01	6.238016e-07	9.281162e-12
4.090205e+01	6.212298e-07	9.247182e-12
4.092205e+01	6.186686e-07	9.213324e-12
4.094205e+01	6.161180e-07	9.179588e-12
4.096205e+01	6.135779e-07	9.145973e-12
4.098205e+01	6.110483e-07	9.112479e-12
4.100205e+01	6.085291e-07	9.079105e-12
4.102205e+01	6.060203e-07	9.045852e-12
4.104205e+01	6.035218e-07	9.012718e-12
4.106205e+01	6.010337e-07	8.979703e-12
4.108205e+01	5.985558e-07	8.946807e-12
4.110206e+01	5.960881e-07	8.914029e-12
4.112206e+01	5.936306e-07	8.881369e-12
4.114206e+01	5.911832e-07	8.848827e-12
4.116206e+01	5.887459e-07	8.816401e-12
4.118206e+01	5.863187e-07	8.784093e-12
4.120206e+01	5.839015e-07	8.751900e-12
4.122206e+01	5.814942e-07	8.719824e-12
4.124206e+01	5.790969e-07	8.687863e-12
4.126206e+01	5.767094e-07	8.656017e-12
4.128206e+01	5.743318e-07	8.624286e-12
4.130207e+01	5.719640e-07	8.592669e-12
4.132207e+01	5.696060e-07	8.561166e-12
4.134207e+01	5.672577e-07	8.529776e-12
4.136207e+01	5.649190e-07	8.498499e-12
4.138207e+01	5.625901e-07	8.467335e-12
4.140207e+01	5.602707e-07	8.436283e-12
4.142207e+01	5.579608e-07	8.405343e-12
4.144207e+01	5.556605e-07	8.374515e-12
4.146207e+01	5.533697e-07	8.343797e-12
4.148207e+01	5.510884e-07	8.313191e-12
4.150208e+01	5.488164e-07	8.282694e-12
4.152208e+01	5.465538e-07	8.252308e-12
4.154208e+01	5.443005e-07	8.222031e-12
4.156208e+01	5.420566e-07	8.191863e-12
4.158208e+01	5.398218e-07	8.161804e-12
4.160208e+01	5.375963e-07	8.131853e-12
4.162208e+01	5.353800e-07	8.102010e-12
4.164208e+01	5.331728e-07	8.072275e-12
4.166208e+01	5.309747e-07	8.042647e-12
4.168208e+01	5.287857e-07	8.013126e-12
4.170209e+01	5.266057e-07	7.983711e-12
4.172209e+01	5.244346e-07	7.954402e-12
4.174209e+01	5.222726e-07	7.925200e-12
4.176209e+01	5.201194e-07	7.896102e-12
4.178209e+01	5.179751e-07	7.867110e-12
4.180209e+01	5.158397e-07	7.838222e-12
4.182209e+01	5.137131e-07	7.809438e-12
4.184209e+01	5.115952e-07	7.780758e-12
4.186209e+01	5.094861e-07	7.752182e-12
4.188209e+01	5.073857e-07	7.723709e-12
4.190210e+01	5.052939e-07	7.695338e-12
4.192210e+01	5.032108e-07	7.667070e-12
4.194210e+01	5.011362e-07	7.638904e-12
4.196210e+01	4.990702e-07	7.610840e-12
4.198210e+01	4.970127e-07	7.582877e-12
4.200210e+01	4.949637e-07	7.555015e-12
4.202210e+01	4.929232e-07	7.527254e-12
4.204210e+01	4.908910e-07	7.499593e-12
4.206210e+01	4.888673e-07	7.472032e-12
4.208210e+01	4.868518e-07	7.444570e-12
4.210211e+01	4.848447e-07	7.417208e-12
4.212211e+01	4.828459e-07	7.389944e-12
4.214211e+01	4.808553e-07	7.362779e-12
4.216211e+01	4.788729e-07	7.335712e-12
4.218211e+01	4.768987e-07	7.308743e-12
4.220211e+01	4.749327e-07	7.281872e-12
4.222211e+01	4.729747e-07	7.255097e-12
4.224211e+01	4.710248e-07	7.228420e-12
4.226211e+01	4.690830e-07	7.201838e-12
4.228211e+01	4.671491e-07	7.175353e-12
4.230212e+01	4.652233e-07	7.148964e-12
4.232212e+01	4.633053e-07	7.122670e-12
4.234212e+01	4.613953e-07	7.096471e-12
4.236212e+01	4.594932e-07	7.070367e-12
4.238212e+01	4.575989e-07	7.044357e-12
4.240212e+01	4.557124e-07	7.018441e-12
4.242212e+01	4.538336e-07	6.992619e-12
4.244212e+01	4.519627e-07	6.966891e-12
4.246212e+01	4.500994e-07	6.941255e-12
4.248212e+01	4.482439e-07	6.915713e-12
4.250213e+01	4.463959e-07	6.890263e-12
4.252213e+01	4.445556e-07	6.864904e-12
4.254213e+01	4.427229e-07	6.839638e-12
4.256213e+01	4.408978e-07	6.814463e-12
4.258213e+01	4.390801e-07	6.789379e-12
4.260213e+01	4.372700e-07	6.764386e-12
4.262213e+01	4.354673e-07	6.739484e-12
4.264213e+01	4.336721e-07	6.714671e-12
4.266213e+01	4.318842e-07	6.689949e-12
4.268213e+01	4.301038e-07	6.665316e-12
4.270214e+01	4.283306e-07	6.640772e-12
4.272214e+01	4.265648e-07	6.616317e-12
4.274214e+01	4.248063e-07	6.591951e-12
4.276214e+01	4.230550e-07	6.567672e-12
4.278214e+01	4.213109e-07	6.543482e-12
4.280214e+01	4.195741e-07	6.519380e-12
4.282214e+01	4.178443e-07	6.495364e-12
4.284214e+01	4.161218e-07	6.471436e-12
4.286214e+01	4.144063e-07	6.447595e-12
4.288214e+01	4.126979e-07	6.423840e-12
4.290215e+01	4.109965e-07	6.400171e-12
4.292215e+01	4.093022e-07	6.376587e-12
4.294215e+01	4.076148e-07	6.353090e-12
4.296215e+01	4.059344e-07	6.329677e-12
4.298215e+01	4.042609e-07	6.306349e-12
4.300215e+01	4.025943e-07	6.283106e-12
4.302215e+01	4.009346e-07	6.259948e-12
4.304215e+01	3.992818e-07	6.236873e-12
4.306215e+01	3.976357e-07	6.213882e-12
4.308215e+01	3.959965e-07	6.190974e-12
4.310216e+01	3.943640e-07	6.168149e-12
4.312216e+01	3.927382e-07	6.145407e-12
4.314216e+01	3.911191e-07	6.122748e-12
4.316216e+01	3.895067e-07	6.100170e-12
4.318216e+01	3.879010e-07	6.077675e-12
4.320216e+01	3.863019e-07	6.055261e-12
4.322216e+01	3.847093e-07	6.032929e-12
4.324216e+01	3.831234e-07	6.010678e-12
4.326216e+01	3.815439e-07	5.988507e-12
4.328216e+01	3.799710e-07	5.966417e-12
4.330217e+01	3.784046e-07	5.944407e-12
4.332217e+01	3.768446e-07	5.922477e-12
4.334217e+01	3.752911e-07	5.900627e-12
4.336217e+01	3.737440e-07	5.878856e-12
4.338217e+01	3.722032e-07	5.857164e-12
4.340217e+01	3.706688e-07	5.835550e-12
4.342217e+01	3.691407e-07	5.814016e-12
4.344217e+01	3.676189e-07	5.792559e-12
4.346217e+01	3.661034e-07	5.771180e-12
4.348217e+01	3.645942e-07	5.749879e-12
